dex,name,animationTime/0,animationTime/1,animationTime/2,animationTime/3,animationTime/4,animationTime/5,animationTime/6,animationTime/7,height,modelHeight,kmBuddyDistance,weight,modelScale,id,maxCP,cinematicMoves/0/name,cinematicMoves/0/id,cinematicMoves/1/name,cinematicMoves/1/id,cinematicMoves/2/name,cinematicMoves/2/id,quickMoves/0/name,quickMoves/0/id,quickMoves/1/name,quickMoves/1/id,family/id,family/name,stats/baseAttack,stats/baseDefense,stats/baseStamina,types/0/id,types/0/name,types/1/id,types/1/name,encounter/attackProbability,encounter/attackTimer,encounter/baseFleeRate,encounter/baseCaptureRate,encounter/cameraDistance,encounter/collisionRadius,encounter/dodgeDistance,encounter/dodgeProbability,encounter/jumpTime,encounter/maxPokemonActionFrequency,encounter/minPokemonActionFrequency,encounter/movementType/name,encounter/movementType/id,encounter/gender/malePercent,encounter/gender/femalePercent,camera/cylinderRadius,camera/diskRadius,camera/shoulderModeScale,evolution/futureBranches/0/name,evolution/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/name,evolution/futureBranches/0/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/candyCost,buddySize/id,buddySize/name,evolution/pastBranch/name,evolution/pastBranch/id,evolution/costToEvolve/candyCost,evolution/pastBranch/pastBranch/name,evolution/pastBranch/pastBranch/id,evolution/pastBranch/costToEvolve/candyCost,camera/cylinderGround,encounter/movementType,evolution/futureBranches/0/futureBranches/1/name,evolution/futureBranches/0/futureBranches/1/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/1/name,evolution/futureBranches/1/id,evolution/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/costToEvolve/evolutionItem/name,cinematicMoves/3/name,cinematicMoves/3/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/name,evolution/futureBranches/2/name,evolution/futureBranches/2/id,evolution/futureBranches/2/costToEvolve/candyCost,evolution/futureBranches/3/name,evolution/futureBranches/3/id,evolution/futureBranches/3/costToEvolve/candyCost,evolution/futureBranches/4/name,evolution/futureBranches/4/id,evolution/futureBranches/4/costToEvolve/candyCost,rarity/id,rarity/name,cinematicMoves/4/name,cinematicMoves/4/id,cinematicMoves/5/name,cinematicMoves/5/id,cinematicMoves/6/name,cinematicMoves/6/id,cinematicMoves/7/name,cinematicMoves/7/id,evolution/costToEvolve/evolutionItem/id,evolution/costToEvolve/evolutionItem/name,evolution/futureBranches/1/futureBranches/0/name,evolution/futureBranches/1/futureBranches/0/id,evolution/futureBranches/1/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/kmBuddyDistance,evolution/costToEvolve/kmBuddyDistance
294,Loudred,1.3333,0.6667,1.6667,2,0,2,3,3,0.99,1,1,40.5,1,LOUDRED,1233,Stomp,STOMP,Disarming Voice,DISARMING_VOICE,Flamethrower,FLAMETHROWER,Bite Fast,BITE_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_WHISMUR,Whismur,134,81,168,POKEMON_TYPE_NORMAL,Normal,,,0.3,20,0.09,0.25,3,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.8,0.555,0.5,Exploud,EXPLOUD,,,,50,BUDDY_BIG,Big,Whismur,WHISMUR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Exploud,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.5,1,84,0.84,EXPLOUD,2267,Crunch,CRUNCH,Disarming Voice,DISARMING_VOICE,Fire Blast,FIRE_BLAST,Bite Fast,BITE_FAST,Astonish Fast,ASTONISH_FAST,FAMILY_WHISMUR,Whismur,179,142,208,POKEMON_TYPE_NORMAL,Normal,,,0.4,20,0.06,0.125,4,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Loudred,LOUDRED,50,Whismur,WHISMUR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Makuhita,1.3333,0.6667,1.6667,2,0,2,3,3,0.99,1,3,86.4,1,MAKUHITA,745,Heavy Slam,HEAVY_SLAM,Low Sweep,LOW_SWEEP,Cross Chop,CROSS_CHOP,Rock Smash Fast,ROCK_SMASH_FAST,Tackle Fast,TACKLE_FAST,FAMILY_MAKUHITA,Makuhita,99,54,144,POKEMON_TYPE_FIGHTING,Fighting,,,0.2,20,0.1,0.5,4,0.25,1,0.05,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.75,0.25,0.7,0.555,0.5,Hariyama,HARIYAMA,,,,50,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Hariyama,1.3333,0.6667,1.6667,2,0,2,3,3,2.31,2.3,3,253.8,0.7,HARIYAMA,2765,Heavy Slam,HEAVY_SLAM,Close Combat,CLOSE_COMBAT,Dynamic Punch,DYNAMIC_PUNCH,Counter Fast,COUNTER_FAST,Bullet Punch Fast,BULLET_PUNCH_FAST,FAMILY_MAKUHITA,Makuhita,209,114,288,POKEMON_TYPE_FIGHTING,Fighting,,,0.2,20,0.06,0.2,7,1,1,0.05,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.75,0.25,3,0.555,0.5,,,,,,,BUDDY_BIG,Big,Makuhita,MAKUHITA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Azurill,1.3333,0.6667,1.6667,2,0,2,3,3,0.2,0.31,3,2,1.65,AZURILL,316,Bubble Beam,BUBBLE_BEAM,Ice Beam,ICE_BEAM,Body Slam,BODY_SLAM,Splash Fast,SPLASH_FAST,Bubble Fast,BUBBLE_FAST,FAMILY_MARILL,Marill,36,71,100,POKEMON_TYPE_NORMAL,Normal,POKEMON_TYPE_FAIRY,Fairy,0.1,20,0.04,0.1,2.5,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.3,0.555,0.5,Marill,MARILL,Azumarill,AZUMARILL,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Nosepass,1.3333,0.6667,1.6667,2,0,2,3,3,0.99,1,3,97,1,NOSEPASS,831,Rock Blast,ROCK_BLAST,Rock Slide,ROCK_SLIDE,Thunderbolt,THUNDERBOLT,Rock Throw Fast,ROCK_THROW_FAST,Spark Fast,SPARK_FAST,FAMILY_NOSEPASS,Nosepass,82,236,60,POKEMON_TYPE_ROCK,Rock,,,0.1,20,0.09,0.2,4,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.8,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Skitty,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,3,11,1.25,SKITTY,659,Dig,DIG,Disarming Voice,DISARMING_VOICE,Wild Charge,WILD_CHARGE,Feint Attack Fast,FEINT_ATTACK_FAST,Tackle Fast,TACKLE_FAST,FAMILY_SKITTY,Skitty,84,84,100,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.1,0.5,3,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.5,0.555,0.5,Delcatty,DELCATTY,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Delcatty,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,1.2604166,3,32.6,1.1,DELCATTY,1385,Play Rough,PLAY_ROUGH,Disarming Voice,DISARMING_VOICE,Wild Charge,WILD_CHARGE,Feint Attack Fast,FEINT_ATTACK_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_SKITTY,Skitty,132,132,140,POKEMON_TYPE_NORMAL,Normal,,,0.2,20,0.06,0.2,4,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.8,0.555,0.5,,,,,,,BUDDY_BIG,Big,Skitty,SKITTY,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Sableye,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.5,5,11,1.35,SABLEYE,1305,Power Gem,POWER_GEM,Foul Play,FOUL_PLAY,Shadow Sneak,SHADOW_SNEAK,Shadow Claw Fast,SHADOW_CLAW_FAST,Feint Attack Fast,FEINT_ATTACK_FAST,FAMILY_SABLEYE,Sableye,141,141,100,POKEMON_TYPE_DARK,Dark,POKEMON_TYPE_GHOST,Ghost,0.3,20,0.07,0.2,3.12,0.15,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Mawile,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.62,5,11.5,1.23,MAWILE,1484,Play Rough,PLAY_ROUGH,Vice Grip,VICE_GRIP,Iron Head,IRON_HEAD,Bite Fast,BITE_FAST,Astonish Fast,ASTONISH_FAST,FAMILY_MAWILE,Mawile,155,155,100,POKEMON_TYPE_STEEL,Steel,POKEMON_TYPE_FAIRY,Fairy,0.2,20,0.09,0.5,3,0.4,1,0.2,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Aron,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.4,1,60,1.48,ARON,1232,Iron Head,IRON_HEAD,Rock Tomb,ROCK_TOMB,Body Slam,BODY_SLAM,Tackle Fast,TACKLE_FAST,Metal Claw Fast,METAL_CLAW_FAST,FAMILY_ARON,Aron,121,168,100,POKEMON_TYPE_STEEL,Steel,POKEMON_TYPE_ROCK,Rock,0.2,20,0.2,0.5,3,0.2,1,0.05,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.555,0.5,Lairon,LAIRON,Aggron,AGGRON,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Lairon,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,0.9,1,120,1.05,LAIRON,2004,Body Slam,BODY_SLAM,Rock Slide,ROCK_SLIDE,Heavy Slam,HEAVY_SLAM,Metal Claw Fast,METAL_CLAW_FAST,Iron Tail Fast,IRON_TAIL_FAST,FAMILY_ARON,Aron,158,240,120,POKEMON_TYPE_STEEL,Steel,POKEMON_TYPE_ROCK,Rock,0.2,20,0.09,0.25,4,0.5,1,0.1,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,Aggron,AGGRON,,,,100,BUDDY_BIG,Big,Aron,ARON,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Aggron,1.3333,0.6667,1.6667,2,0,2,3,3,2.11,2.2,1,360,0.71,AGGRON,3004,Thunder,THUNDER,Stone Edge,STONE_EDGE,Heavy Slam,HEAVY_SLAM,Dragon Tail Fast,DRAGON_TAIL_FAST,Iron Tail Fast,IRON_TAIL_FAST,FAMILY_ARON,Aron,198,314,140,POKEMON_TYPE_STEEL,Steel,POKEMON_TYPE_ROCK,Rock,0.3,20,0.06,0.125,5,0.8,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,2,0.555,0.5,,,,,,,BUDDY_BIG,Big,Lairon,LAIRON,100,Aron,ARON,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Meditite,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.57,3,11.2,1.27,MEDITITE,555,Ice Punch,ICE_PUNCH,Psyshock,PSYSHOCK,Low Sweep,LOW_SWEEP,Confusion Fast,CONFUSION_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_MEDITITE,Meditite,78,107,60,POKEMON_TYPE_FIGHTING,Fighting,POKEMON_TYPE_PSYCHIC,Psychic,0.2,20,0.1,0.5,3,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.4,0.555,0.5,Medicham,MEDICHAM,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Medicham,1.3333,0.6667,1.6667,2,0,2,3,3,1.3,1.5113636,3,31.5,1,MEDICHAM,1275,Ice Punch,ICE_PUNCH,Psychic,PSYCHIC,Dynamic Punch,DYNAMIC_PUNCH,Psycho Cut Fast,PSYCHO_CUT_FAST,Counter Fast,COUNTER_FAST,FAMILY_MEDITITE,Meditite,121,152,120,POKEMON_TYPE_FIGHTING,Fighting,POKEMON_TYPE_PSYCHIC,Psychic,0.2,20,0.06,0.2,3.5,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.7,0.555,0.5,,,,,,,BUDDY_BIG,Big,Meditite,MEDITITE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Electrike,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,1.02,3,15.2,0.99,ELECTRIKE,810,Thunderbolt,THUNDERBOLT,Discharge,DISCHARGE,Swift,SWIFT,Quick Attack Fast,QUICK_ATTACK_FAST,Spark Fast,SPARK_FAST,FAMILY_ELECTRIKE,Electrike,123,78,80,POKEMON_TYPE_ELECTRIC,Electric,,,0.1,20,0.1,0.5,3,0.25,1,0.25,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.75,0.555,0.5,Manectric,MANECTRIC,,,,50,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Manectric,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.6091954,3,40.2,1,MANECTRIC,2131,Thunder,THUNDER,Wild Charge,WILD_CHARGE,Flame Burst,FLAME_BURST,Snarl Fast,SNARL_FAST,Charge Beam Fast,CHARGE_BEAM_FAST,FAMILY_ELECTRIKE,Electrike,215,127,140,POKEMON_TYPE_ELECTRIC,Electric,,,0.1,20,0.06,0.2,4,0.25,1,0.25,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Electrike,ELECTRIKE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Plusle,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.4,3,4.2,1.48,PLUSLE,1681,Thunderbolt,THUNDERBOLT,Discharge,DISCHARGE,Swift,SWIFT,Spark Fast,SPARK_FAST,Quick Attack Fast,QUICK_ATTACK_FAST,FAMILY_PLUSLE,Plusle,167,147,120,POKEMON_TYPE_ELECTRIC,Electric,,,0.1,20,0.09,0.3,3,0.15,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.3,0.555,0.5,,,,,,,BUDDY_SHOULDER,Shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Minun,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.4,3,4.2,1.48,MINUN,1585,Thunderbolt,THUNDERBOLT,Discharge,DISCHARGE,Swift,SWIFT,Spark Fast,SPARK_FAST,Quick Attack Fast,QUICK_ATTACK_FAST,FAMILY_MINUN,Minun,147,167,120,POKEMON_TYPE_ELECTRIC,Electric,,,0.1,20,0.09,0.3,3,0.15,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.3,0.555,0.5,,,,,,,BUDDY_SHOULDER,Shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Volbeat,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.7,3,17.7,1.17,VOLBEAT,1620,Signal Beam,SIGNAL_BEAM,Bug Buzz,BUG_BUZZ,Thunderbolt,THUNDERBOLT,Struggle Bug Fast,STRUGGLE_BUG_FAST,Tackle Fast,TACKLE_FAST,FAMILY_VOLBEAT,Volbeat,143,171,130,POKEMON_TYPE_BUG,Bug,,,0.1,20,0.09,0.3,3,0.2,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,1,0,0.6,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Illumise,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,3,17.7,1.25,ILLUMISE,1620,Silver Wind,SILVER_WIND,Bug Buzz,BUG_BUZZ,Dazzling Gleam,DAZZLING_GLEAM,Struggle Bug Fast,STRUGGLE_BUG_FAST,Tackle Fast,TACKLE_FAST,FAMILY_ILLUMISE,Illumise,143,171,130,POKEMON_TYPE_BUG,Bug,,,0.1,20,0.09,0.3,3,0.15,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0,1,0.6,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Roselia,1.3333,0.6667,1.6667,2,0,2,3,3,0.3,0.35714287,3,2,2,ROSELIA,1718,Petal Blizzard,PETAL_BLIZZARD,Sludge Bomb,SLUDGE_BOMB,Dazzling Gleam,DAZZLING_GLEAM,Poison Jab Fast,POISON_JAB_FAST,Razor Leaf Fast,RAZOR_LEAF_FAST,FAMILY_ROSELIA,Roselia,186,148,100,POKEMON_TYPE_GRASS,Grass,POKEMON_TYPE_POISON,Poison,0.1,20,0.09,0.3,2,0.2,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.2,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Gulpin,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.55,1,10.3,1.29,GULPIN,788,Sludge,SLUDGE,Gunk Shot,GUNK_SHOT,Ice Beam,ICE_BEAM,Pound Fast,POUND_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_GULPIN,Gulpin,80,99,140,POKEMON_TYPE_POISON,Poison,,,0.1,20,0.1,0.5,3,0.25,1,0.1,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.555,0.5,Swalot,SWALOT,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Swalot,1.3333,0.6667,1.6667,2,0,2,3,3,1.7,1.7,1,80,0.8,SWALOT,1872,Gunk Shot,GUNK_SHOT,Sludge Bomb,SLUDGE_BOMB,Ice Beam,ICE_BEAM,Rock Smash Fast,ROCK_SMASH_FAST,Infestation Fast,INFESTATION_FAST,FAMILY_GULPIN,Gulpin,140,159,200,POKEMON_TYPE_POISON,Poison,,,0.1,20,0.06,0.2,5,0.8,1,0.1,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1.4,0.555,0.5,,,,,,,BUDDY_BIG,Big,Gulpin,GULPIN,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Carvanha,1.3333,0.6667,1.6667,2,0,2,3,3,0.79,0.86,3,20.8,1.07,CARVANHA,874,Aqua Jet,AQUA_JET,Crunch,CRUNCH,Poison Fang,POISON_FANG,Bite Fast,BITE_FAST,Snarl Fast,SNARL_FAST,FAMILY_CARVANHA,Carvanha,171,39,90,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_DARK,Dark,0.3,20,0.1,0.5,4,0.25,1,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.8,0.555,0.5,Sharpedo,SHARPEDO,,,,50,BUDDY_BIG,Big,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Sharpedo,1.3333,0.6667,1.6667,2,0,2,3,3,1.8,1.35,3,88.8,0.88,SHARPEDO,1986,Hydro Pump,HYDRO_PUMP,Crunch,CRUNCH,Poison Fang,POISON_FANG,Bite Fast,BITE_FAST,Waterfall Fast,WATERFALL_FAST,FAMILY_CARVANHA,Carvanha,243,83,140,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_DARK,Dark,0.5,20,0.06,0.2,5,0.25,1,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,1.2,0.555,0.5,,,,,,,BUDDY_BIG,Big,Carvanha,CARVANHA,50,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Wailmer,1.3333,0.6667,1.6667,2,0,2,3,3,2.01,1.654054,1,130,0.6,WAILMER,1424,Heavy Slam,HEAVY_SLAM,Water Pulse,WATER_PULSE,Body Slam,BODY_SLAM,Splash Fast,SPLASH_FAST,Water Gun Fast,WATER_GUN_FAST,FAMILY_WAILMER,Wailmer,136,68,260,POKEMON_TYPE_WATER,Water,,,0.05,20,0.1,0.5,5,0.4,1,0.05,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,2,0.555,0.5,Wailord,WAILORD,,,,400,BUDDY_BIG,Big,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Wailord,1.3333,0.6667,1.6667,2,0,2,3,3,14.5,7,1,398,0.18,WAILORD,2258,Surf,SURF,Blizzard,BLIZZARD,Hyper Beam,HYPER_BEAM,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,Water Gun Fast,WATER_GUN_FAST,FAMILY_WAILMER,Wailmer,175,87,340,POKEMON_TYPE_WATER,Water,,,0.05,20,0.06,0.2,6,3,1,,1.1,1.6,0.2,,,0.5,0.5,10,0.555,0.5,,,,,,,BUDDY_BIG,Big,Wailmer,WAILMER,400,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Numel,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.7,3,24,1.17,NUMEL,957,Bulldoze,BULLDOZE,Heat Wave,HEAT_WAVE,Stomp,STOMP,Ember Fast,EMBER_FAST,Tackle Fast,TACKLE_FAST,FAMILY_NUMEL,Numel,119,82,120,POKEMON_TYPE_FIRE,Fire,POKEMON_TYPE_GROUND,Ground,0.1,20,0.1,0.5,3,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.6,0.555,0.5,Camerupt,CAMERUPT,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Camerupt,1.3333,0.6667,1.6667,2,0,2,3,3,1.91,1.8461539,3,220,0.8,CAMERUPT,2016,Earthquake,EARTHQUAKE,Overheat,OVERHEAT,Solar Beam,SOLAR_BEAM,Ember Fast,EMBER_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_NUMEL,Numel,194,139,140,POKEMON_TYPE_FIRE,Fire,POKEMON_TYPE_GROUND,Ground,0.2,20,0.06,0.2,5,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1.5,0.555,0.5,,,,,,,BUDDY_BIG,Big,Numel,NUMEL,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Torkoal,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.82,3,80.4,1.09,TORKOAL,2036,Overheat,OVERHEAT,Solar Beam,SOLAR_BEAM,Earthquake,EARTHQUAKE,Fire Spin Fast,FIRE_SPIN_FAST,Ember Fast,EMBER_FAST,FAMILY_TORKOAL,Torkoal,151,234,140,POKEMON_TYPE_FIRE,Fire,,,0.1,20,0.09,0.3,3,0.25,1,0.15,1.1,1.6,0.2,,,0.5,0.5,0.7,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Spoink,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.768,1,30.6,1.6,SPOINK,1285,Psybeam,PSYBEAM,Shadow Ball,SHADOW_BALL,Mirror Coat,MIRROR_COAT,Splash Fast,SPLASH_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_SPOINK,Spoink,125,145,120,POKEMON_TYPE_PSYCHIC,Psychic,,,0.2,20,0.1,0.5,4,0.25,1,0.15,1.5,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.555,0.5,Grumpig,GRUMPIG,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Grumpig,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,1.1490566,1,71.5,1.4,GRUMPIG,2310,Psychic,PSYCHIC,Shadow Ball,SHADOW_BALL,Mirror Coat,MIRROR_COAT,Charge Beam Fast,CHARGE_BEAM_FAST,Extrasensory Fast,EXTRASENSORY_FAST,FAMILY_SPOINK,Spoink,171,211,160,POKEMON_TYPE_PSYCHIC,Psychic,,,0.1,20,0.06,0.2,4,0.4,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.8,0.555,0.5,,,,,,,BUDDY_BIG,Big,Spoink,SPOINK,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Spinda,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,1.05,3,5,0.98,SPINDA,1088,Dig,DIG,Rock Tomb,ROCK_TOMB,Icy Wind,ICY_WIND,Sucker Punch Fast,SUCKER_PUNCH_FAST,Psycho Cut Fast,PSYCHO_CUT_FAST,FAMILY_SPINDA,Spinda,116,116,120,POKEMON_TYPE_NORMAL,Normal,,,0.01,20,0.09,0.3,4,0.25,0.7,0.4,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.7,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
